ano,mes,bairro,distrito,local_ocorrencia,latitude,longitude,horafato
2023,JUNHO,GUAMA,BELEM,VIA PUBLICA,"-1,4723758","-48,4549603",14:30:00
2023,MARCO,MARAMBAIA,BELEM,VIA PUBLICA,"-1,407986","-48,4628134",02:30:00
2023,FEVEREIRO,TERRA FIRME,BELEM,VIA PUBLICA,"-1,4547658","-48,4464829",03:15:00
2023,MARCO,JURUNAS,BELEM,VIA PUBLICA,"-1,4695443","-48,4967345",22:20:00
2023,MARCO,MARAMBAIA,BELEM,VIA PUBLICA,"-1,4018031","-48,4426182",00:20:00
2023,AGOSTO,PEDREIRA,BELEM,VIA PUBLICA,"-1,4263724","-48,4711704",04:00:00
2023,JULHO,AGUAS NEGRAS,ICOARACI,VIA PUBLICA,"-1,3101097","-48,4585109",17:00:00
2023,MARCO,MARCO,BELEM,OUTRO,"-1,4316152","-48,4552853",19:22:00
2023,SETEMBRO,PEDREIRA,BELEM,VIA PUBLICA,"-1,4289008","-48,4691383",08:00:00
2023,ABRIL,JURUNAS,BELEM,VIA PUBLICA,"-1,4695443","-48,4967345",06:00:00
2023,ABRIL,SACRAMENTA,BELEM,VIA PUBLICA,"-1,413247","-48,4743097",20:00:00
2023,AGOSTO,TAPANA,ICOARACI,VIA PUBLICA,"-1,3397673","-48,4737338",00:30:00
2023,JUNHO,CASTANHEIRA,BELEM,VIA PUBLICA,"-1,3963108","-48,4347662",04:00:00
2023,AGOSTO,MANGUEIRAO,BELEM,VIA PUBLICA,"-1,3817282","-48,45822",21:30:00
2023,OUTUBRO,TAPANA,ICOARACI,VIA PUBLICA,"-1,3457478","-48,4520291",02:25:00
2023,JUNHO,SACRAMENTA,BELEM,VIA PUBLICA,"-1,413247","-48,4743097",22:30:00
2024,SETEMBRO,AGULHA,ICOARACI,HABITACAO COLETIVA,"-1,3077013","-48,4689704",00:35:00
2024,OUTUBRO,TENONE,ICOARACI,VIA PUBLICA,"-1,3184982","-48,4524588",02:00:00
2024,OUTUBRO,AGULHA,ICOARACI,HOSPITAL,"-1,3101097","-48,4585109",00:00:00
2024,NOVEMBRO,TAPANA,ICOARACI,VIA PUBLICA,"-1,3377241","-48,4682825",01:00:00
2024,AGOSTO,MARCO,BELEM,HOSPITAL,"-1,4424653","-48,4689773",05:29:00
2024,DEZEMBRO,TENONE,ICOARACI,VIA PUBLICA,"-1,3184982","-48,4524588",00:40:00
2024,DEZEMBRO,COTIJUBA,ICOARACI,VIA PUBLICA,"-1,455754876","-48,490180969",03:30:00
2024,DEZEMBRO,SAO BRAS,BELEM,VIA PUBLICA,"-1,4580827","-48,477782",05:20:00
2024,JULHO,TELEGRAFO SEM FIO,BELEM,VIA PUBLICA,"-1,3820107","-48,4873623",03:30:00
2024,DEZEMBRO,COQUEIRO BELEM,BELEM,VIA PUBLICA,"-1,3625914","-48,4260999",19:00:00
2024,DEZEMBRO,UMARIZAL,BELEM,OUTRO,"-1,4523929","-48,4828214",06:00:00
2024,NOVEMBRO,TELEGRAFO SEM FIO,BELEM,VIA PUBLICA,"-1,3820107","-48,4873623",04:00:00
2024,DEZEMBRO,TAPANA,ICOARACI,VIA PUBLICA,"-1,3457478","-48,4520291",01:00:00
2024,DEZEMBRO,TERRA FIRME,BELEM,VIA PUBLICA,"-1,4648412","-48,455453",05:35:00
2024,JUNHO,CAMPINA DE ICOARACI,ICOARACI,VIA PUBLICA,"-1,2971189","-48,4748297",23:40:00
2024,DEZEMBRO,TERRA FIRME,BELEM,VIA PUBLICA,"-1,4648412","-48,455453",06:00:00
2024,MARCO,CAMPINA DE ICOARACI,ICOARACI,VIA PUBLICA,"-1,3008969","-48,4659402",15:30:00
2024,MAIO,COQUEIRO BELEM,BELEM,VIA PUBLICA,"-1,3622386","-48,4260786",00:50:00
2024,JANEIRO,MARCO,BELEM,VIA PUBLICA,"-1,4275132","-48,4538161",23:00:00
2024,JANEIRO,AGULHA,ICOARACI,VIA PUBLICA,"-1,3087218","-48,4848652",07:00:00
2024,ABRIL,PARQUE VERDE,BELEM,VIA PUBLICA,"-1,3501429","-48,4526729",06:30:00
2024,MAIO,AGULHA,ICOARACI,VIA PUBLICA,"-1,3020281644708","-48,474846620515",03:00:00
2024,JUNHO,VAL-DE-CANS,BELEM,VIA PUBLICA,"-1,3921334","-48,4820813",02:30:00
2024,JUNHO,MARAMBAIA,BELEM,ZONA URBANA,"-1,3990395","-48,4499748",06:30:00
2024,JUNHO,CHAPEU VIRADO,MOSQUEIRO,VIA PUBLICA,"-1,1311631","-48,4530553",03:20:00
2024,MARCO,CARANANDUBA,MOSQUEIRO,VIA PUBLICA,"-1,0942248","-48,4099249",23:15:00
2024,JUNHO,MARCO,BELEM,HOSPITAL,"-1,4424653","-48,4689773",06:00:00
2024,JUNHO,MARCO,BELEM,HOSPITAL,"-1,4424653","-48,4689773",13:40:00
2024,FEVEREIRO,TENONE,ICOARACI,VIA PUBLICA,"-1,3459568","-48,4150601",20:00:00
2024,MARCO,SACRAMENTA,BELEM,ESTABELECIMENTOS DE SAUDE,"-1,413247","-48,4743097",14:15:00
2024,MARCO,MARACACUERA,ICOARACI,CONDOMINIO RESIDENCIAL,"-1,2736017","-48,4388915",02:40:00
2024,DEZEMBRO,AGUA BOA,OUTEIRO,VIA PUBLICA,"-1,257654","-48,4501759",18:00:00
2024,JUNHO,PRATINHA,ICOARACI,VIA PUBLICA,"-1,3503735","-48,468877",18:00:00
2024,JULHO,TERRA FIRME,BELEM,VIA PUBLICA,"-1,460570812","-48,451786041",23:30:00
2024,JULHO,GUAMA,BELEM,"MAR, RIO, LAGOA","-1,4752832","-48,465522",20:00:00
2024,JANEIRO,TENONE,ICOARACI,VIA PUBLICA,"-1,3184982","-48,4524588",04:15:00
2024,JANEIRO,PRATINHA,ICOARACI,OUTROS,"-1,3605874","-48,4737293",14:25:00
2024,JULHO,MARAMBAIA,BELEM,VIA PUBLICA,"-1,3963108","-48,4347662",19:00:00
